Name,BirthDate,CurrentDate,CurrentAge,Gender,Address,Contact_URL,Url,Phone,Party,DateInOffice,EndOfTerm,YearsInOffice,AgeAtTakingOfficeYear,StateAbb,State,District,OfficeAddress,Position,BelieveClimateChange,Quote,QuoteSource,QuoteURL
Pat Roberts,20-Apr-36,15-Dec-16,80,M,109 Hart Senate Office Building Washington DC 20510,http://www.roberts.senate.gov/public/index.cfm?p=EmailPat,http://www.roberts.senate.gov,202-224-4774,Republican,5-Jan-81,3-Jan-21,35,44,KS,Kansas,,109 Hart Senate Office Building,sen,,,,
Patrick J. Leahy,31-Mar-40,15-Dec-16,76,M,437 Russell Senate Office Building Washington DC 20510,https://www.leahy.senate.gov/contact/,https://www.leahy.senate.gov,202-224-4242,Democrat,14-Jan-75,3-Jan-17,41,34,VT,Vermont,,437 Russell Senate Office Building,sen,Yes,,,
Patrick J. Tiberi,21-Oct-62,15-Dec-16,54,M,1203 Longworth HOB; Washington DC 20515-3512,https://tiberi.house.gov/contact/contactform.htm,http://tiberi.house.gov,202-225-5355,Republican,3-Jan-01,3-Jan-17,15,38,OH,Ohio,13,1203 Longworth House Office Building,rep,,,,
Patrick J. Toomey,17-Nov-61,15-Dec-16,55,M,248 Russell Senate Office Building Washington DC 20510,http://www.toomey.senate.gov/?p=contact,http://www.toomey.senate.gov,202-224-4254,Republican,6-Jan-99,3-Jan-17,17,37,PA,Pennsylvania,,248 Russell Senate Office Building,sen,,,,
Patrick Meehan,20-Oct-55,15-Dec-16,61,M,434 Cannon HOB; Washington DC 20515-3807,https://meehan.house.gov/email-me,https://meehan.house.gov,202-225-2011,Republican,5-Jan-11,3-Jan-17,5,55,PA,Pennsylvania,8,434 Cannon House Office Building,rep,,,,
Patrick Murphy,30-Mar-83,15-Dec-16,33,M,211 Cannon HOB; Washington DC 20515-0918,http://patrickmurphy.house.gov/contact/,http://patrickmurphy.house.gov,202-225-3026,Democrat,3-Jan-13,3-Jan-17,3,29,FL,Florida,19,211 Cannon House Office Building,rep,Yes,,,
Patrick T. McHenry,22-Oct-75,15-Dec-16,41,M,2334 Rayburn HOB; Washington DC 20515-3310,http://mchenry.house.gov/contact/zipauth.htm,http://mchenry.house.gov,202-225-2576,Republican,4-Jan-05,3-Jan-17,11,29,NC,North Carolina,11,2334 Rayburn House Office Building,rep,,,,
Patty Murray,11-Oct-50,15-Dec-16,66,F,154 Russell Senate Office Building Washington DC 20510,http://www.murray.senate.gov/public/index.cfm/contactme,http://www.murray.senate.gov,202-224-2621,Democrat,5-Jan-93,3-Jan-17,23,42,WA,Washington,,154 Russell Senate Office Building,sen,Yes,,,
Paul A. Gosar,22-Nov-58,15-Dec-16,58,M,504 Cannon HOB; Washington DC 20515-0304,https://gosar.house.gov/contact-me/email-me,http://gosar.house.gov,202-225-2315,Republican,5-Jan-11,3-Jan-17,5,52,AZ,Arizona,5,504 Cannon House Office Building,rep,,,,
Paul Cook,3-Mar-43,15-Dec-16,73,M,1222 Longworth HOB; Washington DC 20515-0508,https://cook.house.gov/contact/email-me,http://cook.house.gov,202-225-5861,Republican,3-Jan-13,3-Jan-17,3,69,CA,California,9,1222 Longworth House Office Building,rep,,,,
Paul D. Ryan,29-Jan-70,15-Dec-16,46,M,1233 Longworth HOB; Washington DC 20515-4901,https://paulryan.house.gov/contact/email.htm#.U032ra1dU_d,http://paulryan.house.gov,202-225-3031,Republican,6-Jan-99,3-Jan-17,17,28,WI,Wisconsin,2,1233 Longworth House Office Building,rep,,,,
Paul Tonko,18-Jun-49,15-Dec-16,67,M,2463 Rayburn HOB; Washington DC 20515-3220,https://tonko.house.gov/email-form1,http://tonko.house.gov,202-225-5076,Democrat,6-Jan-09,3-Jan-17,7,59,NY,New York,21,2463 Rayburn House Office Building,rep,Yes,,,
Pete Aguilar,19-Jun-79,15-Dec-16,37,M,1223 Longworth HOB; Washington DC 20515-0531,,https://aguilar.house.gov,202-225-3201,Democrat,6-Jan-15,3-Jan-17,1,35,CA,California,32,1223 Longworth House Office Building,rep,Yes,,,
Pete Olson,9-Dec-62,15-Dec-16,54,M,2133 Rayburn HOB; Washington DC 20515-4322,https://forms.house.gov/olson/contact-form.shtml,http://olson.house.gov,202-225-5951,Republican,6-Jan-09,3-Jan-17,7,46,TX,Texas,23,2133 Rayburn House Office Building,rep,,,,
Pete Sessions,22-Mar-55,15-Dec-16,61,M,2233 Rayburn HOB; Washington DC 20515-4332,https://sessions.house.gov/index.cfm/contact-form,https://sessions.house.gov,202-225-2231,Republican,7-Jan-97,3-Jan-17,19,41,TX,Texas,33,2233 Rayburn House Office Building,rep,,,,
Peter A. DeFazio,27-May-47,15-Dec-16,69,M,2134 Rayburn HOB; Washington DC 20515-3704,https://defazio.house.gov/contact/email-me,http://defazio.house.gov,202-225-6416,Democrat,6-Jan-87,3-Jan-17,29,39,OR,Oregon,5,2134 Rayburn House Office Building,rep,Yes,,,
Peter J. Roskam,13-Sep-61,15-Dec-16,55,M,2246 Rayburn HOB; Washington DC 20515-1306,https://roskam.house.gov/contact/email-me,http://roskam.house.gov,202-225-4561,Republican,4-Jan-07,3-Jan-17,9,45,IL,Illinois,7,2246 Rayburn House Office Building,rep,,,,
Peter J. Visclosky,13-Aug-49,15-Dec-16,67,M,2328 Rayburn HOB; Washington DC 20515-1401,https://visclosky.house.gov/contact-pete/email-pete,http://visclosky.house.gov,202-225-2461,Democrat,3-Jan-85,3-Jan-17,31,35,IN,Indiana,2,2328 Rayburn House Office Building,rep,Yes,,,
Peter T. King,5-Apr-44,15-Dec-16,72,M,339 Cannon HOB; Washington DC 20515-3202,https://peteking.house.gov/contact/email-me,http://peteking.house.gov,202-225-7896,Republican,5-Jan-93,3-Jan-17,23,48,NY,New York,3,339 Cannon House Office Building,rep,,,,
Peter Welch,2-May-47,15-Dec-16,69,M,2303 Rayburn HOB; Washington DC 20515-4500,https://welch.house.gov/email-me,http://welch.house.gov,202-225-4115,Democrat,4-Jan-07,3-Jan-17,9,59,VT,Vermont,1,2303 Rayburn House Office Building,rep,Yes,,,
Raí€Œ_l R. Labrador,8-Dec-67,15-Dec-16,49,M,1523 Longworth HOB; Washington DC 20515-1201,https://labradorforms.house.gov/email-me,http://labrador.house.gov,202-225-6611,Republican,5-Jan-11,3-Jan-17,5,43,ID,Idaho,2,1523 Longworth House Office Building,rep,,,,
Ralph Lee Abraham,16-Sep-54,15-Dec-16,62,M,417 Cannon HOB; Washington DC 20515-1805,,https://abraham.house.gov,202-225-8490,Republican,6-Jan-15,3-Jan-17,1,60,LA,Louisiana,6,417 Cannon House Office Building,rep,,,,
Rand Paul,7-Jan-63,15-Dec-16,53,M,167 Russell Senate Office Building Washington DC 20510,http://www.paul.senate.gov/?p=contact,https://www.paul.senate.gov,202-224-4343,Republican,5-Jan-11,3-Jan-17,5,47,KY,Kentucky,,167 Russell Senate Office Building,sen,,,,
Randy Hultgren,1-Mar-66,15-Dec-16,50,M,2455 Rayburn HOB; Washington DC 20515-1314,https://hultgren.house.gov/contact/email-randy,http://hultgren.house.gov,202-225-2976,Republican,5-Jan-11,3-Jan-17,5,44,IL,Illinois,15,2455 Rayburn House Office Building,rep,,,,
Randy K. Weber Sr.,2-Jul-53,15-Dec-16,63,M,510 Cannon HOB; Washington DC 20515-4314,https://weber.house.gov/contact/email-me,http://weber.house.gov,202-225-2831,Republican,3-Jan-13,3-Jan-17,3,59,TX,Texas,15,510 Cannon House Office Building,rep,,,,
Randy Neugebauer,24-Dec-49,15-Dec-16,66,M,1424 Longworth HOB; Washington DC 20515-4319,https://randy.house.gov/contact-me/email-me,http://randy.house.gov,202-225-4005,Republican,5-Jun-03,3-Jan-17,13,53,TX,Texas,20,1424 Longworth House Office Building,rep,,,,
Raul M. Grijalva,19-Feb-48,15-Dec-16,68,M,1511 Longworth HOB; Washington DC 20515-0303,https://grijalvaforms.house.gov/email-raul,http://grijalva.house.gov,202-225-2435,Democrat,7-Jan-03,3-Jan-17,13,54,AZ,Arizona,4,1511 Longworth House Office Building,rep,Yes,,,
Raul Ruiz,25-Aug-72,15-Dec-16,44,M,1319 Longworth HOB; Washington DC 20515-0536,https://ruiz.house.gov/email-me,https://ruiz.house.gov,202-225-5330,Democrat,3-Jan-13,3-Jan-17,3,40,CA,California,37,1319 Longworth House Office Building,rep,Yes,,,
Reid J. Ribble,5-Apr-56,15-Dec-16,60,M,1513 Longworth HOB; Washington DC 20515-4908,https://ribble.house.gov/contact-me/email-me,http://ribble.house.gov,202-225-5665,Republican,5-Jan-11,3-Jan-17,5,54,WI,Wisconsin,9,1513 Longworth House Office Building,rep,,,,
Renee L. Ellmers,9-Feb-64,15-Dec-16,52,F,1210 Longworth HOB; Washington DC 20515-3302,https://ellmersforms.house.gov/contact-us1,http://ellmers.house.gov,202-225-4531,Republican,5-Jan-11,3-Jan-17,5,46,NC,North Carolina,3,1210 Longworth House Office Building,rep,,,,
Richard B. Nugent,26-May-51,15-Dec-16,65,M,1727 Longworth HOB; Washington DC 20515-0911,https://nugent.house.gov/contact/email-me,https://nugent.house.gov,202-225-1002,Republican,5-Jan-11,3-Jan-17,5,59,FL,Florida,12,1727 Longworth House Office Building,rep,,,,
Richard Blumenthal,13-Feb-46,15-Dec-16,70,M,706 Hart Senate Office Building Washington DC 20510,https://www.blumenthal.senate.gov/contact/,https://www.blumenthal.senate.gov,202-224-2823,Democrat,5-Jan-11,3-Jan-17,5,64,CT,Connecticut,,706 Hart Senate Office Building,sen,Yes,,,
Richard Burr,30-Nov-55,15-Dec-16,61,M,217 Russell Senate Office Building Washington DC 20510,http://www.burr.senate.gov/public/index.cfm?FuseAction=Contact.ContactForm,http://www.burr.senate.gov,202-224-3154,Republican,4-Jan-95,3-Jan-17,21,39,NC,North Carolina,,217 Russell Senate Office Building,sen,,,,
Richard C. Shelby,6-May-34,15-Dec-16,82,M,304 Russell Senate Office Building Washington DC 20510,http://www.shelby.senate.gov/public/index.cfm/emailsenatorshelby,http://www.shelby.senate.gov,202-224-5744,Republican,15-Jan-79,3-Jan-17,37,44,AL,Alabama,,304 Russell Senate Office Building,sen,,,,
Richard E. Neal,14-Feb-49,15-Dec-16,67,M,341 Cannon HOB; Washington DC 20515-2101,https://forms.house.gov/neal/webforms/Contact_Form.shtml,http://neal.house.gov,202-225-5601,Democrat,3-Jan-89,3-Jan-17,27,39,MA,Massachusetts,2,341 Cannon House Office Building,rep,Yes,,,
Richard Hudson,4-Nov-71,15-Dec-16,45,M,429 Cannon HOB; Washington DC 20515-3308,https://hudson.house.gov/email-me,http://hudson.house.gov,202-225-3715,Republican,3-Jan-13,3-Jan-17,3,41,NC,North Carolina,9,429 Cannon House Office Building,rep,,,,
Richard J. Durbin,21-Nov-44,15-Dec-16,72,M,711 Hart Senate Office Building Washington DC 20510,http://www.durbin.senate.gov/public/index.cfm/contact,http://www.durbin.senate.gov,202-224-2152,Democrat,3-Jan-83,3-Jan-21,33,38,IL,Illinois,,711 Hart Senate Office Building,sen,Yes,,,
Richard L. Hanna,25-Jan-51,15-Dec-16,65,M,319 Cannon HOB; Washington DC 20515-3222,https://hanna.house.gov/email-me,http://hanna.house.gov,202-225-3665,Republican,5-Jan-11,3-Jan-17,5,59,NY,New York,23,319 Cannon House Office Building,rep,,,,
Richard M. Nolan,17-Dec-43,15-Dec-16,72,M,2366 Rayburn HOB; Washington DC 20515-2308,https://nolan.house.gov/contact/email-me,http://nolan.house.gov,202-225-6211,Democrat,14-Jan-75,3-Jan-17,41,31,MN,Minnesota,9,2366 Rayburn House Office Building,rep,Yes,,,
Rick Larsen,15-Jun-65,15-Dec-16,51,M,2113 Rayburn HOB; Washington DC 20515-4702,http://larsen.house.gov/contact-rick/email-rick,http://larsen.house.gov,202-225-2605,Democrat,3-Jan-01,3-Jan-17,15,35,WA,Washington,3,2113 Rayburn House Office Building,rep,Yes,,,
Rick W. Allen,7-Nov-51,15-Dec-16,65,M,513 Cannon HOB; Washington DC 20515-1012,,http://allen.house.gov,202-225-2823,Republican,6-Jan-15,3-Jan-17,1,63,GA,Georgia,13,513 Cannon House Office Building,rep,,,,
Rob Bishop,13-Jul-51,15-Dec-16,65,M,123 Cannon HOB; Washington DC 20515-4401,https://robbishop.house.gov/contact/contactform.htm,http://robbishop.house.gov,202-225-0453,Republican,7-Jan-03,3-Jan-17,13,51,UT,Utah,2,123 Cannon House Office Building,rep,,,,
Rob Portman,19-Dec-55,15-Dec-16,60,M,448 Russell Senate Office Building Washington DC 20510,https://www.portman.senate.gov/public/index.cfm/contact-form,http://www.portman.senate.gov,202-224-3353,Republican,4-May-93,3-Jan-17,23,37,OH,Ohio,,448 Russell Senate Office Building,sen,,,,
Rob Woodall,11-Feb-70,15-Dec-16,46,M,1724 Longworth HOB; Washington DC 20515-1007,https://woodall.house.gov/contact-me/email-me,http://woodall.house.gov,202-225-4272,Republican,5-Jan-11,3-Jan-17,5,40,GA,Georgia,8,1724 Longworth House Office Building,rep,,,,
Robert A. Brady,7-Apr-45,15-Dec-16,71,M,102 Cannon HOB; Washington DC 20515-3801,https://brady.house.gov/contact-me/email-me,http://brady.house.gov,202-225-4731,Democrat,19-May-98,3-Jan-17,18,53,PA,Pennsylvania,2,102 Cannon House Office Building,rep,Yes,,,
Robert B. Aderholt,22-Jul-65,15-Dec-16,51,M,235 Cannon HOB; Washington DC 20515-0104,http://aderholt.house.gov/email-me2/,https://aderholt.house.gov,202-225-4876,Republican,7-Jan-97,3-Jan-17,19,31,AL,Alabama,5,235 Cannon House Office Building,rep,,,,
"Robert C. ""Bobby"" Scott",30-Apr-47,15-Dec-16,69,M,1201 Longworth HOB; Washington DC 20515-4603,https://bobbyscott.house.gov/contact/email-me,http://bobbyscott.house.gov,202-225-8351,Democrat,5-Jan-93,3-Jan-17,23,45,VA,Virginia,4,1201 Longworth House Office Building,rep,Yes,,,
Robert E. Latta,18-Apr-56,15-Dec-16,60,M,2448 Rayburn HOB; Washington DC 20515-3505,https://latta.house.gov/contact/contactform.htm,http://latta.house.gov,202-225-6405,Republican,13-Dec-07,3-Jan-17,9,51,OH,Ohio,6,2448 Rayburn House Office Building,rep,,,,
Robert Hurt,16-Jun-69,15-Dec-16,47,M,125 Cannon HOB; Washington DC 20515-4605,https://hurt.house.gov/index.cfm/email-me,https://hurt.house.gov,202-225-4711,Republican,5-Jan-11,3-Jan-17,5,41,VA,Virginia,6,125 Cannon House Office Building,rep,,,,
Robert J. Dold,23-Jun-69,15-Dec-16,47,M,221 Cannon HOB; Washington DC 20515-1310,,https://dold.house.gov,202-225-4835,Republican,5-Jan-11,3-Jan-17,5,41,IL,Illinois,11,221 Cannon House Office Building,rep,,,,
Robert J. Wittman,3-Feb-59,15-Dec-16,57,M,2454 Rayburn HOB; Washington DC 20515-4601,https://wittman.house.gov/contact-form/,https://wittman.house.gov,202-225-4261,Republican,13-Dec-07,3-Jan-17,9,48,VA,Virginia,2,2454 Rayburn House Office Building,rep,,,,
Robert Menendez,1-Jan-54,15-Dec-16,62,M,528 Hart Senate Office Building Washington DC 20510,http://www.menendez.senate.gov/contact,http://www.menendez.senate.gov,202-224-4744,Democrat,5-Jan-93,3-Jan-19,23,39,NJ,New Jersey,,528 Hart Senate Office Building,sen,Yes,,,
"Robert P. Casey, Jr.",13-Apr-60,15-Dec-16,56,M,393 Russell Senate Office Building Washington DC 20510,http://www.casey.senate.gov/contact/,https://www.casey.senate.gov,202-224-6324,Democrat,4-Jan-07,3-Jan-19,9,46,PA,Pennsylvania,,393 Russell Senate Office Building,sen,Yes,,,
Robert Pittenger,15-Aug-48,15-Dec-16,68,M,224 Cannon HOB; Washington DC 20515-3309,https://pittenger.house.gov/contact/email-me,http://pittenger.house.gov,202-225-1976,Republican,3-Jan-13,3-Jan-17,3,64,NC,North Carolina,10,224 Cannon House Office Building,rep,,,,
Robin L. Kelly,30-Apr-56,15-Dec-16,60,F,1239 Longworth HOB; Washington DC 20515-1302,https://robinkelly.house.gov/contact/email-me,http://robinkelly.house.gov,202-225-0773,Democrat,9-Apr-13,3-Jan-17,3,56,IL,Illinois,3,1239 Longworth House Office Building,rep,Yes,,,
Rod Blum,26-Apr-55,15-Dec-16,61,M,213 Cannon HOB; Washington DC 20515-1501,,https://blum.house.gov,202-225-2911,Republican,6-Jan-15,3-Jan-17,1,59,IA,Iowa,2,213 Cannon House Office Building,rep,,,,
Rodney Davis,5-Jan-70,15-Dec-16,46,M,1740 Longworth HOB; Washington DC 20515-1313,https://rodneydavisforms.house.gov/contact/,http://rodneydavis.house.gov,202-225-2371,Republican,3-Jan-13,3-Jan-17,3,42,IL,Illinois,14,1740 Longworth House Office Building,rep,,,,
Rodney P. Frelinghuysen,29-Apr-46,15-Dec-16,70,M,2306 Rayburn HOB; Washington DC 20515-3011,https://frelinghuysenforms.house.gov/contact-form,http://frelinghuysen.house.gov,202-225-5034,Republican,4-Jan-95,3-Jan-17,21,48,NJ,New Jersey,12,2306 Rayburn House Office Building,rep,,,,
Roger F. Wicker,5-Jul-51,15-Dec-16,65,M,555 Dirksen Senate Office Building Washington DC 20510,http://www.wicker.senate.gov/public/index.cfm/contact,http://www.wicker.senate.gov,202-224-6253,Republican,4-Jan-95,3-Jan-19,21,43,MS,Mississippi,,555 Dirksen Senate Office Building,sen,,,,
Roger Williams,13-Sep-49,15-Dec-16,67,M,1323 Longworth HOB; Washington DC 20515-4325,https://williams.house.gov/contact/email-me,http://williams.house.gov,202-225-9896,Republican,3-Jan-13,3-Jan-17,3,63,TX,Texas,26,1323 Longworth House Office Building,rep,,,,
Ron DeSantis,14-Sep-78,15-Dec-16,38,M,308 Cannon HOB; Washington DC 20515-0906,https://desantis.house.gov/contact/email-me,http://desantis.house.gov,202-225-2706,Republican,3-Jan-13,3-Jan-17,3,34,FL,Florida,7,308 Cannon House Office Building,rep,,,,
Ron Johnson,8-Apr-55,15-Dec-16,61,M,328 Hart Senate Office Building Washington DC 20510,http://www.ronjohnson.senate.gov/public/index.cfm/contact,http://www.ronjohnson.senate.gov,202-224-5323,Republican,5-Jan-11,3-Jan-17,5,55,WI,Wisconsin,,328 Hart Senate Office Building,sen,,,,
Ron Kind,16-Mar-63,15-Dec-16,53,M,1502 Longworth HOB; Washington DC 20515-4903,https://kindforms.house.gov/email-ron,http://kind.house.gov,202-225-5506,Democrat,7-Jan-97,3-Jan-17,19,33,WI,Wisconsin,4,1502 Longworth House Office Building,rep,Yes,,,
Ron Wyden,3-May-49,15-Dec-16,67,M,221 Dirksen Senate Office Building Washington DC 20510,http://www.wyden.senate.gov/contact,https://www.wyden.senate.gov,202-224-5244,Democrat,5-Jan-81,3-Jan-17,35,31,OR,Oregon,,221 Dirksen Senate Office Building,sen,Yes,,,
Rosa L. DeLauro,2-Mar-43,15-Dec-16,73,F,2413 Rayburn HOB; Washington DC 20515-0703,https://forms.house.gov/delauro/webforms/contact_form_email.shtml,http://delauro.house.gov,202-225-3661,Democrat,3-Jan-91,3-Jan-17,25,47,CT,Connecticut,4,2413 Rayburn House Office Building,rep,Yes,,,
Roy Blunt,10-Jan-50,15-Dec-16,66,M,260 Russell Senate Office Building Washington DC 20510,http://www.blunt.senate.gov/public/index.cfm/contact-form?p=contact-roy,http://www.blunt.senate.gov,202-224-5721,Republican,7-Jan-97,3-Jan-17,19,46,MO,Missouri,,260 Russell Senate Office Building,sen,,,,
Ruben Gallego,20-Nov-79,15-Dec-16,37,M,1218 Longworth HOB; Washington DC 20515-0307,,https://rubengallego.house.gov,202-225-4065,Democrat,6-Jan-15,3-Jan-17,1,35,AZ,Arizona,8,1218 Longworth House Office Building,rep,Yes,,,
Rubí€Œ©n Hinojosa,20-Aug-40,15-Dec-16,76,M,2262 Rayburn HOB; Washington DC 20515-4315,https://hinojosa.house.gov/contact-me/email-me,http://hinojosa.house.gov,202-225-2531,Democrat,7-Jan-97,3-Jan-17,19,56,TX,Texas,16,2262 Rayburn House Office Building,rep,Yes,,,
Ryan A. Costello,7-Sep-76,15-Dec-16,40,M,427 Cannon HOB; Washington DC 20515-3806,,https://costello.house.gov,202-225-4315,Republican,6-Jan-15,3-Jan-17,1,38,PA,Pennsylvania,7,427 Cannon House Office Building,rep,,,,
Ryan K. Zinke,1-Nov-61,15-Dec-16,55,M,113 Cannon HOB; Washington DC 20515-2600,,https://zinke.house.gov,202-225-3211,Republican,6-Jan-15,3-Jan-17,1,53,MT,Montana,1,113 Cannon House Office Building,rep,,,,
Sam Farr,4-Jul-41,15-Dec-16,75,M,1126 Longworth HOB; Washington DC 20515-0520,https://forms.house.gov/farr/webforms/issue_subscribe.html,http://farr.house.gov,202-225-2861,Democrat,8-Jun-93,3-Jan-17,23,51,CA,California,21,1126 Longworth House Office Building,rep,Yes,,,
Sam Graves,7-Nov-63,15-Dec-16,53,M,1415 Longworth HOB; Washington DC 20515-2506,https://gravesforms.house.gov/email-sam,https://graves.house.gov,202-225-7041,Republican,3-Jan-01,3-Jan-17,15,37,MO,Missouri,7,1415 Longworth House Office Building,rep,,,,
Sam Johnson,11-Oct-30,15-Dec-16,86,M,2304 Rayburn HOB; Washington DC 20515-4303,http://samjohnson.house.gov/contact/,http://samjohnson.house.gov,202-225-4201,Republican,3-Jan-91,3-Jan-17,25,60,TX,Texas,4,2304 Rayburn House Office Building,rep,,,,
Sander M. Levin,6-Sep-31,15-Dec-16,85,M,1236 Longworth HOB; Washington DC 20515-2209,https://levin.house.gov/contact-me/email-me,http://levin.house.gov,202-225-4961,Democrat,3-Jan-83,3-Jan-17,33,51,MI,Michigan,10,1236 Longworth House Office Building,rep,Yes,,,
Sanford D. Bishop Jr.,4-Feb-47,15-Dec-16,69,M,2407 Rayburn HOB; Washington DC 20515-1002,http://bishop.house.gov/contact,http://bishop.house.gov,202-225-3631,Democrat,5-Jan-93,3-Jan-17,23,45,GA,Georgia,3,2407 Rayburn House Office Building,rep,Yes,,,
Scott DesJarlais,21-Feb-64,15-Dec-16,52,M,413 Cannon HOB; Washington DC 20515-4204,http://desjarlais.house.gov/contact/email-me,https://desjarlais.house.gov,202-225-6831,Republican,5-Jan-11,3-Jan-17,5,46,TN,Tennessee,5,413 Cannon House Office Building,rep,,,,
Scott Garrett,9-Jul-59,15-Dec-16,57,M,2232 Rayburn HOB; Washington DC 20515-3005,https://garrettforms.house.gov/forms/writeyourrep/?zip5=07452&zip4=3321,http://garrett.house.gov,202-225-4465,Republican,7-Jan-03,3-Jan-17,13,43,NJ,New Jersey,6,2232 Rayburn House Office Building,rep,,,,
Scott H. Peters,17-Jun-58,15-Dec-16,58,M,1122 Longworth HOB; Washington DC 20515-0552,https://scottpeters.house.gov/contact/email-me,http://scottpeters.house.gov,202-225-0508,Democrat,3-Jan-13,3-Jan-17,3,54,CA,California,53,1122 Longworth House Office Building,rep,Yes,,,
Scott Perry,27-May-62,15-Dec-16,54,M,1207 Longworth HOB; Washington DC 20515-3804,http://perryforms.house.gov/forms/writeyourrep/,http://perry.house.gov,202-225-5836,Republican,3-Jan-13,3-Jan-17,3,50,PA,Pennsylvania,5,1207 Longworth House Office Building,rep,,,,
Scott R. Tipton,9-Nov-56,15-Dec-16,60,M,218 Cannon HOB; Washington DC 20515-0603,https://tipton.house.gov/contact-me/email-me,http://tipton.house.gov,202-225-4761,Republican,5-Jan-11,3-Jan-17,5,54,CO,Colorado,4,218 Cannon House Office Building,rep,,,,
Sean P. Duffy,3-Oct-71,15-Dec-16,45,M,1208 Longworth HOB; Washington DC 20515-4907,http://duffy.house.gov/contact,https://duffy.house.gov,202-225-3365,Republican,5-Jan-11,3-Jan-17,5,39,WI,Wisconsin,8,1208 Longworth House Office Building,rep,,,,
Sean Patrick Maloney,30-Jul-66,15-Dec-16,50,M,1529 Longworth HOB; Washington DC 20515-3218,https://seanmaloney.house.gov/contact/email-me,http://seanmaloney.house.gov,202-225-5441,Democrat,3-Jan-13,3-Jan-17,3,46,NY,New York,19,1529 Longworth House Office Building,rep,Yes,,,
Seth Moulton,24-Oct-78,15-Dec-16,38,M,1408 Longworth HOB; Washington DC 20515-2106,,https://moulton.house.gov,202-225-8020,Democrat,6-Jan-15,3-Jan-17,1,36,MA,Massachusetts,7,1408 Longworth House Office Building,rep,Yes,,,
Sheila Jackson Lee,12-Jan-50,15-Dec-16,66,F,2252 Rayburn HOB; Washington DC 20515-4318,http://jacksonlee.house.gov/contact/,http://jacksonlee.house.gov,202-225-3816,Democrat,4-Jan-95,3-Jan-17,21,44,TX,Texas,19,2252 Rayburn House Office Building,rep,Yes,,,
Sheldon Whitehouse,20-Oct-55,15-Dec-16,61,M,530 Hart Senate Office Building Washington DC 20510,http://www.whitehouse.senate.gov/contact,https://www.whitehouse.senate.gov,202-224-2921,Democrat,4-Jan-07,3-Jan-19,9,51,RI,Rhode Island,,530 Hart Senate Office Building,sen,Yes,,,
Shelley Moore Capito,26-Nov-53,15-Dec-16,63,F,172 Russell Senate Office Building Washington DC 20510,https://capitoforms.house.gov/email-shelley/,https://www.capito.senate.gov,202-224-6472,Republican,3-Jan-01,3-Jan-21,15,47,WV,West Virginia,,172 Russell Senate Office Building,sen,,,,
Sherrod Brown,9-Nov-52,15-Dec-16,64,M,713 Hart Senate Office Building Washington DC 20510,http://www.brown.senate.gov/contact,https://www.brown.senate.gov,202-224-2315,Democrat,5-Jan-93,3-Jan-19,23,40,OH,Ohio,,713 Hart Senate Office Building,sen,Yes,,,
Steny H. Hoyer,14-Jun-39,15-Dec-16,77,M,1705 Longworth HOB; Washington DC 20515-2005,https://hoyer.house.gov/email-steny,http://hoyer.house.gov,202-225-4131,Democrat,5-Jan-81,3-Jan-17,35,41,MD,Maryland,6,1705 Longworth House Office Building,rep,Yes,,,
Stephen F. Lynch,31-Mar-55,15-Dec-16,61,M,2369 Rayburn HOB; Washington DC 20515-2108,https://lynch.house.gov/contact-me/email-me,http://lynch.house.gov,202-225-8273,Democrat,23-Oct-01,3-Jan-17,15,46,MA,Massachusetts,9,2369 Rayburn House Office Building,rep,Yes,,,
Stephen Knight,17-Dec-66,15-Dec-16,49,M,1023 Longworth HOB; Washington DC 20515-0525,,https://knight.house.gov,202-225-1956,Republican,6-Jan-15,3-Jan-17,1,48,CA,California,26,1023 Longworth House Office Building,rep,,,,
Stephen Lee Fincher,7-Feb-73,15-Dec-16,43,M,2452 Rayburn HOB; Washington DC 20515-4208,https://fincher.house.gov/contact/email-me#.U06uR_ldWVo,http://fincher.house.gov,202-225-4714,Republican,5-Jan-11,3-Jan-17,5,37,TN,Tennessee,9,2452 Rayburn House Office Building,rep,,,,
Stevan Pearce,24-Aug-47,15-Dec-16,69,M,2432 Rayburn HOB; Washington DC 20515-3102,https://pearce.house.gov/contact-me/email-me,http://pearce.house.gov,202-225-2365,Republican,7-Jan-03,3-Jan-17,13,55,NM,New Mexico,3,2432 Rayburn House Office Building,rep,,,,
Steve Chabot,22-Jan-53,15-Dec-16,63,M,2371 Rayburn HOB; Washington DC 20515-3501,https://chabot.house.gov/forms/writeyourrep/?zip5=45202&zip4=3003,http://chabot.house.gov,202-225-2216,Republican,4-Jan-95,3-Jan-17,21,41,OH,Ohio,2,2371 Rayburn House Office Building,rep,,,,
Steve Cohen,24-May-49,15-Dec-16,67,M,2404 Rayburn HOB; Washington DC 20515-4209,https://cohen.house.gov/contact-me/email-me,http://cohen.house.gov,202-225-3265,Democrat,4-Jan-07,3-Jan-17,9,57,TN,Tennessee,10,2404 Rayburn House Office Building,rep,Yes,,,
Steve Daines,20-Aug-62,15-Dec-16,54,M,320 Hart Senate Office Building Washington DC 20510,https://daines.house.gov/email-me,https://www.daines.senate.gov,202-224-2651,Republican,3-Jan-13,3-Jan-21,3,50,MT,Montana,,320 Hart Senate Office Building,sen,,,,
